-0.53688+0.69027i
-0.53688+0.84366i
-0.076696+0.84366i
-0.076696+0.69027i
-0.076696-0.69027i
-0.076696-0.84366i
-0.53688-0.84366i
-0.53688-0.69027i
-0.38348+0.69027i
-0.38348+0.84366i
-0.23009+0.84366i
-0.23009+0.69027i
-0.23009-0.69027i
-0.23009-0.84366i
-0.38348-0.84366i
-0.38348-0.69027i
-0.84366+0.53688i
-0.84366+0.38348i
-0.84366+0.23009i
-0.84366+0.076696i
-0.84366-0.076696i
-0.84366-0.23009i
-0.84366-0.38348i
-0.84366-0.53688i
-0.69027+0.53688i
-0.69027+0.38348i
-0.69027+0.23009i
-0.69027+0.076696i
-0.69027-0.076696i
-0.69027-0.23009i
-0.69027-0.38348i
-0.69027-0.53688i
-0.53688+0.53688i
-0.53688+0.38348i
-0.53688+0.23009i
-0.53688+0.076696i
-0.53688-0.076696i
-0.53688-0.23009i
-0.53688-0.38348i
-0.53688-0.53688i
-0.38348+0.53688i
-0.38348+0.38348i
-0.38348+0.23009i
-0.38348+0.076696i
-0.38348-0.076696i
-0.38348-0.23009i
-0.38348-0.38348i
-0.38348-0.53688i
-0.23009+0.53688i
-0.23009+0.38348i
-0.23009+0.23009i
-0.23009+0.076696i
-0.23009-0.076696i
-0.23009-0.23009i
-0.23009-0.38348i
-0.23009-0.53688i
-0.076696+0.53688i
-0.076696+0.38348i
-0.076696+0.23009i
-0.076696+0.076696i
-0.076696-0.076696i
-0.076696-0.23009i
-0.076696-0.38348i
-0.076696-0.53688i
0.076696+0.53688i
0.076696+0.38348i
0.076696+0.23009i
0.076696+0.076696i
0.076696-0.076696i
0.076696-0.23009i
0.076696-0.38348i
0.076696-0.53688i
0.23009+0.53688i
0.23009+0.38348i
0.23009+0.23009i
0.23009+0.076696i
0.23009-0.076696i
0.23009-0.23009i
0.23009-0.38348i
0.23009-0.53688i
0.38348+0.53688i
0.38348+0.38348i
0.38348+0.23009i
0.38348+0.076696i
0.38348-0.076696i
0.38348-0.23009i
0.38348-0.38348i
0.38348-0.53688i
0.53688+0.53688i
0.53688+0.38348i
0.53688+0.23009i
0.53688+0.076696i
0.53688-0.076696i
0.53688-0.23009i
0.53688-0.38348i
0.53688-0.53688i
0.69027+0.53688i
0.69027+0.38348i
0.69027+0.23009i
0.69027+0.076696i
0.69027-0.076696i
0.69027-0.23009i
0.69027-0.38348i
0.69027-0.53688i
0.84366+0.53688i
0.84366+0.38348i
0.84366+0.23009i
0.84366+0.076696i
0.84366-0.076696i
0.84366-0.23009i
0.84366-0.38348i
0.84366-0.53688i
0.38348+0.69027i
0.38348+0.84366i
0.23009+0.84366i
0.23009+0.69027i
0.23009-0.69027i
0.23009-0.84366i
0.38348-0.84366i
0.38348-0.69027i
0.53688+0.69027i
0.53688+0.84366i
0.076696+0.84366i
0.076696+0.69027i
0.076696-0.69027i
0.076696-0.84366i
0.53688-0.84366i
0.53688-0.69027i
